date,temperature_anomaly,precipitation_anomaly,drought_index,extreme_heat_events,enso_oni,disaster_event_count,disaster_storm_count,disaster_fire_count,disaster_flood_count,commodity,climate_location_code
2018-04-30,46.9,2.0,0.55,60.1,-0.39,110.0,0.0,6.0,79.0,wheat,256
2018-05-31,67.5,3.27,-0.66,80.3,-0.13,39.0,0.0,2.0,33.0,wheat,256
2018-06-30,73.0,3.57,-0.67,85.3,0.06,65.0,0.0,15.0,0.0,wheat,256
2018-07-31,76.0,2.41,-0.89,89.0,0.14,46.0,0.0,24.0,5.0,wheat,256
2018-08-31,73.8,3.02,0.29,86.4,0.27,80.0,0.0,14.0,18.0,wheat,256
2018-09-30,66.6,3.28,0.74,78.1,0.53,405.0,0.0,3.0,32.0,wheat,256
2018-10-31,52.4,3.88,2.05,63.5,0.81,327.0,0.0,0.0,30.0,wheat,256
2018-11-30,38.0,1.72,2.23,48.2,0.97,30.0,0.0,10.0,0.0,wheat,256
2018-12-31,34.1,2.34,3.0,43.7,0.92,38.0,0.0,0.0,0.0,wheat,256
2019-01-31,31.2,1.59,3.57,40.9,0.89,24.0,0.0,0.0,0.0,wheat,256
2019-02-28,26.8,2.12,4.26,36.7,0.86,62.0,0.0,0.0,37.0,wheat,256
2019-03-31,37.5,2.2,4.35,48.5,0.84,181.0,0.0,1.0,169.0,wheat,256
2019-04-30,52.6,3.1,4.34,64.8,0.77,185.0,0.0,0.0,81.0,wheat,256
2019-05-31,59.2,6.28,6.04,70.1,0.64,130.0,0.0,0.0,61.0,wheat,256
2019-06-30,69.1,3.86,5.88,81.3,0.52,314.0,0.0,1.0,167.0,wheat,256
2019-07-31,75.2,2.69,5.73,87.6,0.33,162.0,0.0,4.0,9.0,wheat,256
2019-08-31,74.4,3.45,6.08,86.8,0.19,213.0,0.0,6.0,25.0,wheat,256
2019-09-30,69.9,2.56,5.37,81.9,0.23,244.0,0.0,0.0,72.0,wheat,256
2019-10-31,49.6,2.63,5.57,61.8,0.39,75.0,0.0,10.0,7.0,wheat,256
2019-11-30,38.6,1.54,5.18,50.0,0.58,29.0,0.0,4.0,0.0,wheat,256
2019-12-31,35.6,1.41,4.79,45.9,0.66,47.0,0.0,0.0,0.0,wheat,256
2020-01-31,33.8,2.26,5.16,43.4,0.64,138.0,0.0,0.0,18.0,wheat,256
2020-02-29,34.1,1.6,5.26,44.8,0.63,0.0,0.0,0.0,0.0,wheat,256
2020-03-31,45.2,2.89,5.27,56.1,0.53,5842.0,0.0,1.0,3.0,wheat,256
2020-04-30,49.8,1.78,-0.26,63.1,0.3,2138.0,0.0,0.0,19.0,wheat,256
2020-05-31,60.6,3.52,-0.06,72.6,0.01,63.0,0.0,5.0,0.0,wheat,256
2020-06-30,72.0,2.69,-0.55,84.9,-0.23,72.0,0.0,8.0,0.0,wheat,256
2020-07-31,76.4,3.39,-0.06,89.1,-0.36,229.0,0.0,5.0,20.0,wheat,256
2020-08-31,74.8,1.71,-0.53,88.5,-0.53,571.0,0.0,51.0,0.0,wheat,256
2020-09-30,64.9,2.08,-0.7,78.3,-0.85,286.0,0.0,83.0,0.0,wheat,256
2020-10-31,51.0,2.0,-0.45,63.8,-1.12,283.0,0.0,18.0,0.0,wheat,256
2020-11-30,45.5,1.46,-0.92,58.0,-1.2,15.0,0.0,1.0,1.0,wheat,256
2020-12-31,35.2,1.32,-1.31,46.1,-1.08,75.0,0.0,1.0,0.0,wheat,256
2021-01-31,33.4,1.55,-1.46,42.5,-0.91,74.0,0.0,2.0,0.0,wheat,256
2021-02-28,24.4,1.12,-1.76,34.4,-0.79,747.0,0.0,12.0,0.0,wheat,256
2021-03-31,46.0,2.75,-1.62,58.5,-0.71,134.0,0.0,1.0,0.0,wheat,256
2021-04-30,50.7,1.94,-1.68,63.5,-0.55,96.0,0.0,2.0,50.0,wheat,256
2021-05-31,59.6,3.83,-1.03,71.1,-0.39,124.0,0.0,1.0,8.0,wheat,256
2021-06-30,73.2,3.23,-1.17,86.0,-0.3,16.0,0.0,8.0,7.0,wheat,256
2021-07-31,76.3,2.87,-0.85,88.7,-0.35,54.0,0.0,12.0,0.0,wheat,256
2021-08-31,75.0,2.44,-0.79,87.6,-0.45,321.0,0.0,21.0,4.0,wheat,256
2021-09-30,68.9,1.75,-1.39,83.1,-0.63,217.0,0.0,9.0,5.0,wheat,256
2021-10-31,57.2,2.93,-0.83,69.5,-0.76,104.0,0.0,2.0,3.0,wheat,256
2021-11-30,44.3,0.91,-1.56,56.5,-0.91,0.0,0.0,0.0,0.0,wheat,256
2021-12-31,38.1,1.4,-2.01,50.1,-0.87,75.0,0.0,6.0,0.0,wheat,256
2022-01-31,29.3,0.96,-2.56,41.3,-0.82,34.0,0.0,0.0,12.0,wheat,256
2022-02-28,31.1,1.49,-2.78,43.7,-0.79,120.0,0.0,0.0,0.0,wheat,256
2022-03-31,43.1,1.97,-3.06,56.3,-0.86,79.0,0.0,8.0,29.0,wheat,256
2022-04-30,50.1,2.18,-2.87,63.0,-0.95,16.0,0.0,11.0,0.0,wheat,256
2022-05-31,62.2,3.8,-2.38,74.4,-0.9,35.0,0.0,9.0,0.0,wheat,256
2022-06-30,71.7,2.62,-2.65,84.4,-0.78,39.0,0.0,3.0,7.0,wheat,256
2022-07-31,78.1,2.72,-2.47,91.4,-0.76,128.0,0.0,4.0,39.0,wheat,256
2022-08-31,76.1,2.15,-2.65,89.4,-0.87,43.0,0.0,6.0,7.0,wheat,256
2022-09-30,68.9,1.22,-3.47,83.0,-0.97,364.0,0.0,8.0,0.0,wheat,256
2022-10-31,55.2,1.61,-3.5,69.1,-0.94,104.0,0.0,2.0,1.0,wheat,256
2022-11-30,38.6,1.69,-3.32,49.8,-0.85,113.0,0.0,0.0,1.0,wheat,256
2022-12-31,29.5,1.62,-3.25,39.4,-0.71,66.0,0.0,0.0,1.0,wheat,256
2023-01-31,33.7,1.62,-3.14,43.2,-0.54,117.0,0.0,1.0,85.0,wheat,256
2023-02-28,35.0,1.53,-3.01,46.8,-0.29,26.0,0.0,0.0,0.0,wheat,256
2023-03-31,39.4,2.15,-2.59,50.4,-0.02,89.0,0.0,3.0,43.0,wheat,256
2023-04-30,51.1,1.84,-2.65,64.6,0.27,215.0,0.0,4.0,7.0,wheat,256
2023-05-31,63.7,3.31,-2.64,76.3,0.57,88.0,0.0,2.0,22.0,wheat,256
2023-06-30,70.5,3.22,-2.43,82.9,0.84,4.0,0.0,1.0,0.0,wheat,256
2023-07-31,75.8,3.19,-1.78,88.8,1.12,134.0,0.0,6.0,94.0,wheat,256
2023-08-31,75.7,2.64,-1.43,88.8,1.37,257.0,0.0,17.0,39.0,wheat,256
2023-09-30,68.9,1.72,-1.96,82.4,1.6,125.0,0.0,0.0,10.0,wheat,256
2023-10-31,54.9,2.61,-1.4,67.1,1.83,39.0,0.0,0.0,11.0,wheat,256
2023-11-30,43.7,0.85,-2.07,55.8,1.99,11.0,0.0,0.0,1.0,wheat,256
2023-12-31,39.1,1.93,-2.11,49.2,2.06,14.0,0.0,0.0,5.0,wheat,256
2024-01-31,27.3,2.29,-1.6,36.4,1.92,23.0,0.0,0.0,9.0,wheat,256
2024-02-29,40.8,1.15,-1.89,52.6,1.62,33.0,0.0,7.0,10.0,wheat,256
2024-03-31,44.6,1.71,-2.2,56.8,1.26,25.0,0.0,1.0,0.0,wheat,256
2024-04-30,54.3,3.11,-1.68,67.0,0.82,94.0,0.0,1.0,0.0,wheat,256
2024-05-31,62.7,4.15,-1.11,74.9,0.49,202.0,0.0,2.0,98.0,wheat,256
2024-06-30,72.4,2.87,-1.41,84.9,0.22,124.0,0.0,18.0,36.0,wheat,256
2024-07-31,75.8,2.7,-1.21,88.8,0.08,223.0,0.0,39.0,13.0,wheat,256
2024-08-31,75.3,2.11,-1.4,88.4,-0.07,478.0,0.0,6.0,31.0,wheat,256
2024-09-30,69.2,2.13,-1.73,83.3,-0.17,881.0,0.0,12.0,11.0,wheat,256
2024-10-31,59.2,0.64,-2.83,74.2,-0.21,188.0,0.0,8.0,2.0,wheat,256
2024-11-30,44.2,3.42,0.78,54.6,-0.3,89.0,0.0,6.0,1.0,wheat,256
2024-12-31,37.3,1.71,0.0,47.5,-0.42,4.0,0.0,3.0,0.0,wheat,256
2025-01-31,26.5,1.13,-0.16,36.6,-0.45,30.0,0.0,9.0,3.0,wheat,256
2025-02-28,29.1,1.18,-0.24,40.2,-0.24,201.0,0.0,0.0,0.0,wheat,256
2025-03-31,48.0,1.66,-0.83,61.5,-0.06,45.0,0.0,37.0,0.0,wheat,256
2025-04-30,53.5,3.83,0.88,66.2,0.02,420.0,0.0,3.0,0.0,wheat,256
2025-05-31,61.2,3.64,0.99,73.4,-0.02,234.0,0.0,11.0,45.0,wheat,256
2025-06-30,71.6,4.03,1.27,83.8,-0.04,50.0,0.0,11.0,0.0,wheat,256
2025-07-31,76.3,3.42,1.96,88.5,-0.14,99.0,0.0,7.0,58.0,wheat,256
2025-08-31,74.0,2.24,1.93,86.5,-0.28,11.0,0.0,11.0,0.0,wheat,256
2025-09-30,68.7,1.97,-0.45,82.2,-0.4,50.0,0.0,3.0,5.0,wheat,256
2025-10-31,57.5,2.08,1.0,69.8,-0.51,30.0,0.0,0.0,10.0,wheat,256
2025-11-30,45.7,1.45,-1.05,57.5,-0.55,0.0,0.0,0.0,0.0,wheat,256
2025-12-31,36.6,1.05,-1.7,48.0,-0.54,33.0,0.0,1.0,20.0,wheat,256
2026-01-31,31.2,0.83,-2.41,42.6,-0.37,1004.0,0.0,0.0,0.0,wheat,256
2026-02-28,40.6,0.78,-3.55,53.7,-0.16,205.0,0.0,9.0,0.0,wheat,256
