date,temperature_anomaly,precipitation_anomaly,drought_index,extreme_heat_events,enso_oni,disaster_event_count,disaster_storm_count,disaster_fire_count,disaster_flood_count,commodity,climate_location_code
1980-01-31,21.6,1.01,2.99,29.8,0.59,0.0,0.0,0.0,0.0,corn,261
1980-02-29,20.3,0.91,2.65,29.2,0.46,17.0,0.0,0.0,14.0,corn,261
1980-03-31,31.8,2.21,2.65,41.3,0.34,0.0,0.0,0.0,0.0,corn,261
1980-04-30,48.6,1.88,-0.63,60.6,0.38,28.0,0.0,1.0,12.0,corn,261
1980-05-31,60.9,2.72,-1.18,73.8,0.48,61.0,0.0,0.0,6.0,corn,261
1980-06-30,68.8,4.3,-0.91,81.0,0.46,8.0,0.0,1.0,0.0,corn,261
1980-07-31,76.2,2.83,-1.29,88.6,0.25,4.0,0.0,0.0,4.0,corn,261
1980-08-31,73.5,5.8,1.24,84.8,0.03,37.0,0.0,0.0,25.0,corn,261
1980-09-30,64.5,2.95,-0.04,77.1,-0.07,20.0,0.0,0.0,12.0,corn,261
1980-10-31,48.4,1.81,-0.06,60.5,0.02,22.0,0.0,0.0,1.0,corn,261
1980-11-30,38.6,0.7,-0.84,49.3,0.11,5.0,0.0,4.0,0.0,corn,261
1980-12-31,26.2,1.08,-1.25,35.2,-0.01,0.0,0.0,0.0,0.0,corn,261
1981-01-31,22.8,0.24,-2.03,33.5,-0.26,0.0,0.0,0.0,0.0,corn,261
1981-02-28,28.1,1.62,-1.97,39.0,-0.5,0.0,0.0,0.0,0.0,corn,261
1981-03-31,38.6,1.31,-2.58,50.5,-0.47,6.0,0.0,0.0,0.0,corn,261
1981-04-30,53.8,3.63,0.04,66.1,-0.37,1.0,0.0,0.0,0.0,corn,261
1981-05-31,57.1,3.98,0.39,68.8,-0.26,11.0,0.0,0.0,11.0,corn,261
1981-06-30,70.0,4.59,0.6,81.5,-0.29,13.0,0.0,0.0,5.0,corn,261
1981-07-31,73.3,4.75,1.38,83.8,-0.3,3.0,0.0,1.0,0.0,corn,261
1981-08-31,70.2,4.57,2.27,80.9,-0.25,2.0,0.0,1.0,1.0,corn,261
1981-09-30,62.5,2.49,2.04,74.7,-0.16,3.0,0.0,2.0,1.0,corn,261
1981-10-31,49.1,2.37,2.29,60.1,-0.13,9.0,0.0,0.0,9.0,corn,261
1981-11-30,40.3,1.71,2.34,50.4,-0.15,6.0,0.0,0.0,6.0,corn,261
1981-12-31,23.3,1.44,2.46,31.5,-0.08,1.0,0.0,1.0,0.0,corn,261
1982-01-31,11.0,2.38,3.18,21.3,-0.05,10.0,0.0,0.0,10.0,corn,261
1982-02-28,21.6,0.81,2.75,31.2,0.07,0.0,0.0,0.0,0.0,corn,261
1982-03-31,34.3,2.73,2.99,43.7,0.19,12.0,0.0,0.0,12.0,corn,261
1982-04-30,44.6,2.3,2.57,56.6,0.47,18.0,0.0,1.0,1.0,corn,261
1982-05-31,62.8,5.39,3.01,73.7,0.66,4.0,0.0,0.0,4.0,corn,261
1982-06-30,64.3,3.47,2.73,75.7,0.72,20.0,0.0,0.0,18.0,corn,261
1982-07-31,74.0,4.42,3.05,85.1,0.79,5.0,0.0,0.0,5.0,corn,261
1982-08-31,70.0,3.48,3.06,81.1,1.07,9.0,0.0,0.0,9.0,corn,261
1982-09-30,62.0,2.63,2.73,72.9,1.58,3.0,0.0,0.0,3.0,corn,261
1982-10-31,51.8,2.76,2.88,63.5,1.97,0.0,0.0,0.0,0.0,corn,261
1982-11-30,36.4,3.24,3.68,45.4,2.18,2.0,0.0,0.0,0.0,corn,261
1982-12-31,31.5,3.35,4.77,39.8,2.23,75.0,0.0,0.0,14.0,corn,261
1983-01-31,25.0,0.72,4.22,32.2,2.18,20.0,0.0,0.0,20.0,corn,261
1983-02-28,30.2,0.89,3.73,38.4,1.92,40.0,0.0,0.0,0.0,corn,261
1983-03-31,37.0,2.93,3.87,45.2,1.54,1.0,0.0,1.0,0.0,corn,261
1983-04-30,43.6,3.4,4.08,53.1,1.29,49.0,0.0,0.0,34.0,corn,261
1983-05-31,55.8,4.55,4.42,67.2,1.06,1.0,0.0,0.0,0.0,corn,261
1983-06-30,68.8,4.44,4.22,80.1,0.72,31.0,0.0,0.0,1.0,corn,261
1983-07-31,76.9,2.55,3.19,88.9,0.31,7.0,0.0,1.0,6.0,corn,261
1983-08-31,77.1,2.46,1.88,89.6,-0.08,14.0,0.0,0.0,5.0,corn,261
1983-09-30,64.5,2.77,1.36,77.6,-0.46,2.0,0.0,0.0,2.0,corn,261
1983-10-31,51.7,3.26,1.66,62.2,-0.81,32.0,0.0,0.0,32.0,corn,261
1983-11-30,38.9,4.03,2.46,46.8,-1.0,3.0,0.0,0.0,0.0,corn,261
1983-12-31,11.1,1.92,2.69,18.8,-0.91,5.0,0.0,0.0,1.0,corn,261
1984-01-31,18.6,0.61,2.28,27.2,-0.6,6.0,0.0,0.0,0.0,corn,261
1984-02-29,32.4,1.4,2.34,41.1,-0.42,1.0,0.0,0.0,0.0,corn,261
1984-03-31,29.3,2.44,2.52,37.3,-0.34,26.0,0.0,0.0,0.0,corn,261
1984-04-30,46.7,4.86,3.54,56.1,-0.43,26.0,0.0,0.0,20.0,corn,261
1984-05-31,56.9,4.2,3.66,68.2,-0.51,68.0,0.0,0.0,21.0,corn,261
1984-06-30,70.7,4.7,3.55,82.0,-0.45,35.0,0.0,0.0,22.0,corn,261
1984-07-31,72.1,3.08,3.15,84.0,-0.3,59.0,0.0,0.0,34.0,corn,261
1984-08-31,73.4,1.9,1.89,85.8,-0.16,23.0,0.0,4.0,19.0,corn,261
1984-09-30,60.7,2.53,1.53,73.1,-0.24,13.0,0.0,0.0,7.0,corn,261
1984-10-31,53.1,4.38,2.46,63.0,-0.56,8.0,0.0,0.0,8.0,corn,261
1984-11-30,37.6,2.27,2.59,48.0,-0.92,0.0,0.0,0.0,0.0,corn,261
1984-12-31,27.9,2.27,3.03,37.5,-1.14,3.0,0.0,0.0,0.0,corn,261
1985-01-31,16.1,1.01,2.83,25.6,-1.04,7.0,0.0,0.0,5.0,corn,261
1985-02-28,21.1,1.62,3.0,30.6,-0.85,0.0,0.0,0.0,0.0,corn,261
1985-03-31,40.3,3.14,3.15,50.8,-0.77,47.0,0.0,0.0,25.0,corn,261
1985-04-30,53.5,2.41,2.17,65.8,-0.78,0.0,0.0,0.0,0.0,corn,261
1985-05-31,62.7,3.48,1.6,75.1,-0.78,24.0,0.0,4.0,20.0,corn,261
1985-06-30,66.2,3.08,1.09,78.2,-0.63,17.0,0.0,0.0,0.0,corn,261
1985-07-31,72.8,3.21,0.87,84.9,-0.49,10.0,0.0,10.0,0.0,corn,261
1985-08-31,68.5,4.14,1.4,79.3,-0.46,2.0,0.0,1.0,1.0,corn,261
1985-09-30,62.5,3.6,1.7,72.9,-0.4,34.0,0.0,0.0,21.0,corn,261
1985-10-31,51.5,2.79,1.98,62.4,-0.35,86.0,0.0,0.0,48.0,corn,261
1985-11-30,32.5,4.33,3.6,40.2,-0.27,101.0,0.0,0.0,87.0,corn,261
1985-12-31,16.1,1.45,3.6,25.8,-0.36,8.0,0.0,0.0,0.0,corn,261
1986-01-31,25.0,0.48,3.01,34.7,-0.49,0.0,0.0,0.0,0.0,corn,261
1986-02-28,23.2,1.69,3.21,31.4,-0.47,48.0,0.0,0.0,48.0,corn,261
1986-03-31,40.0,1.81,2.52,50.8,-0.31,21.0,0.0,0.0,21.0,corn,261
1986-04-30,51.4,3.6,2.46,63.6,-0.2,1.0,0.0,0.0,0.0,corn,261
1986-05-31,60.7,4.06,2.33,71.9,-0.12,26.0,0.0,1.0,25.0,corn,261
1986-06-30,70.6,4.31,2.14,82.1,-0.04,3.0,0.0,0.0,1.0,corn,261
1986-07-31,75.0,4.85,2.7,85.8,0.22,32.0,0.0,0.0,32.0,corn,261
1986-08-31,67.9,3.11,2.65,79.4,0.44,5.0,0.0,0.0,5.0,corn,261
1986-09-30,64.3,5.77,4.04,74.6,0.71,32.0,0.0,0.0,31.0,corn,261
1986-10-31,51.8,3.29,4.63,62.1,0.94,110.0,0.0,0.0,110.0,corn,261
1986-11-30,33.7,1.46,4.79,43.1,1.14,0.0,0.0,0.0,0.0,corn,261
1986-12-31,28.3,1.06,4.44,36.1,1.22,8.0,0.0,0.0,7.0,corn,261
1987-01-31,25.3,0.79,-0.02,33.9,1.23,5.0,0.0,0.0,0.0,corn,261
1987-02-28,33.3,0.54,-0.35,43.4,1.19,1.0,0.0,0.0,0.0,corn,261
1987-03-31,39.8,2.88,0.33,50.2,1.06,1.0,0.0,0.0,0.0,corn,261
1987-04-30,52.0,1.83,-0.9,65.3,0.95,31.0,0.0,1.0,30.0,corn,261
1987-05-31,64.6,3.48,-1.31,77.2,0.97,7.0,0.0,0.0,5.0,corn,261
1987-06-30,72.2,3.09,-1.98,84.5,1.22,0.0,0.0,0.0,0.0,corn,261
1987-07-31,75.7,4.42,0.2,86.9,1.51,26.0,0.0,2.0,24.0,corn,261
1987-08-31,70.6,4.74,0.98,81.5,1.7,13.0,0.0,0.0,3.0,corn,261
1987-09-30,63.4,2.27,-0.4,75.7,1.65,5.0,0.0,4.0,0.0,corn,261
1987-10-31,46.4,1.1,-0.74,59.0,1.48,3.0,0.0,1.0,0.0,corn,261
1987-11-30,41.4,2.29,-0.85,50.8,1.25,33.0,0.0,0.0,0.0,corn,261
1987-12-31,29.5,2.4,-0.42,36.4,1.11,44.0,0.0,0.0,43.0,corn,261
1988-01-31,17.4,1.24,-0.26,27.3,0.81,4.0,0.0,0.0,1.0,corn,261
1988-02-29,21.4,1.17,-0.09,31.5,0.54,5.0,0.0,0.0,5.0,corn,261
1988-03-31,37.6,1.52,-0.49,48.8,0.14,2.0,0.0,2.0,0.0,corn,261
1988-04-30,48.5,2.13,-0.91,61.9,-0.31,0.0,0.0,0.0,0.0,corn,261
1988-05-31,63.5,2.23,-1.91,77.4,-0.88,0.0,0.0,0.0,0.0,corn,261
1988-06-30,73.2,1.28,-3.69,87.6,-1.3,0.0,0.0,0.0,0.0,corn,261
1988-07-31,75.7,2.76,-4.4,88.7,-1.3,2.0,0.0,1.0,0.0,corn,261
1988-08-31,75.1,3.38,-4.61,87.5,-1.11,1.0,0.0,1.0,0.0,corn,261
1988-09-30,64.0,3.29,-4.26,76.7,-1.19,6.0,0.0,6.0,0.0,corn,261
1988-10-31,46.5,1.41,-4.27,58.5,-1.48,3.0,0.0,0.0,0.0,corn,261
1988-11-30,38.3,3.05,-3.93,47.9,-1.8,24.0,0.0,0.0,0.0,corn,261
1988-12-31,27.0,1.29,-4.05,37.1,-1.85,9.0,0.0,0.0,0.0,corn,261
1989-01-31,29.5,1.13,-4.13,39.3,-1.69,6.0,0.0,0.0,1.0,corn,261
1989-02-28,17.4,1.07,-4.16,26.8,-1.43,67.0,0.0,0.0,67.0,corn,261
1989-03-31,34.6,1.96,-4.02,45.0,-1.08,0.0,0.0,0.0,0.0,corn,261
1989-04-30,48.6,2.43,-3.91,60.9,-0.83,13.0,0.0,0.0,13.0,corn,261
1989-05-31,58.3,3.26,-3.64,70.7,-0.58,156.0,0.0,0.0,44.0,corn,261
1989-06-30,67.8,3.45,-3.5,79.4,-0.4,41.0,0.0,0.0,32.0,corn,261
1989-07-31,74.6,3.68,0.12,85.8,-0.31,31.0,0.0,1.0,28.0,corn,261
1989-08-31,71.0,3.6,0.29,82.2,-0.27,2.0,0.0,0.0,0.0,corn,261
1989-09-30,61.3,3.96,0.97,73.1,-0.24,118.0,0.0,0.0,5.0,corn,261
1989-10-31,52.1,1.41,-0.32,65.6,-0.22,23.0,0.0,0.0,11.0,corn,261
1989-11-30,35.6,1.19,-0.6,46.5,-0.16,6.0,0.0,0.0,4.0,corn,261
1989-12-31,15.4,0.66,-1.08,25.1,-0.05,0.0,0.0,0.0,0.0,corn,261
1990-01-31,31.4,1.18,-1.15,41.1,0.14,51.0,0.0,0.0,9.0,corn,261
1990-02-28,29.7,1.98,0.55,40.0,0.21,112.0,0.0,0.0,3.0,corn,261
1990-03-31,40.1,2.93,0.84,50.1,0.28,43.0,0.0,0.0,0.0,corn,261
1990-04-30,48.4,2.26,0.37,60.5,0.29,11.0,0.0,0.0,11.0,corn,261
1990-05-31,56.6,5.65,1.64,67.3,0.29,190.0,0.0,0.0,86.0,corn,261
1990-06-30,69.9,5.67,2.35,81.1,0.31,76.0,0.0,5.0,0.0,corn,261
1990-07-31,72.0,4.58,2.94,82.7,0.33,46.0,0.0,1.0,5.0,corn,261
1990-08-31,71.1,3.92,3.27,82.0,0.38,13.0,0.0,1.0,9.0,corn,261
1990-09-30,65.7,1.75,2.31,77.7,0.39,18.0,0.0,1.0,17.0,corn,261
1990-10-31,50.6,2.91,2.66,63.4,0.35,22.0,0.0,0.0,22.0,corn,261
1990-11-30,41.7,2.08,2.65,52.9,0.4,21.0,0.0,1.0,19.0,corn,261
1990-12-31,23.9,2.9,3.5,33.5,0.41,12.0,0.0,0.0,9.0,corn,261
1991-01-31,18.5,0.99,3.24,27.5,0.41,139.0,0.0,0.0,126.0,corn,261
1991-02-28,31.3,0.76,2.77,41.4,0.26,33.0,0.0,0.0,0.0,corn,261
1991-03-31,39.4,3.12,2.99,50.2,0.22,82.0,0.0,0.0,43.0,corn,261
1991-04-30,51.7,3.95,3.07,62.7,0.26,27.0,0.0,0.0,15.0,corn,261
1991-05-31,64.4,4.71,2.95,74.7,0.45,118.0,0.0,0.0,28.0,corn,261
1991-06-30,72.7,3.19,-0.76,83.7,0.64,9.0,0.0,0.0,9.0,corn,261
1991-07-31,73.9,2.76,-1.19,85.4,0.73,17.0,0.0,1.0,16.0,corn,261
1991-08-31,72.3,2.84,-1.58,83.9,0.64,36.0,0.0,0.0,0.0,corn,261
1991-09-30,62.9,2.74,-1.65,75.1,0.62,5.0,0.0,0.0,0.0,corn,261
1991-10-31,51.1,3.19,0.46,63.3,0.79,2.0,0.0,2.0,0.0,corn,261
1991-11-30,31.6,3.0,1.07,40.0,1.21,19.0,0.0,6.0,0.0,corn,261
1991-12-31,29.1,1.5,1.12,37.6,1.53,138.0,0.0,0.0,65.0,corn,261
1992-01-31,27.8,1.16,1.21,36.0,1.71,35.0,0.0,0.0,35.0,corn,261
1992-02-29,33.2,1.11,1.16,41.3,1.63,16.0,0.0,0.0,13.0,corn,261
1992-03-31,38.9,2.4,1.12,49.1,1.48,27.0,0.0,0.0,18.0,corn,261
1992-04-30,46.9,2.59,-0.09,57.8,1.29,1.0,0.0,0.0,1.0,corn,261
1992-05-31,59.6,1.82,-1.1,72.6,1.06,33.0,0.0,2.0,28.0,corn,261
1992-06-30,66.1,2.92,-1.47,77.9,0.73,13.0,0.0,2.0,1.0,corn,261
1992-07-31,68.8,7.05,2.12,78.6,0.37,18.0,0.0,0.0,0.0,corn,261
1992-08-31,66.3,3.1,2.28,77.3,0.09,88.0,0.0,5.0,18.0,corn,261
1992-09-30,61.6,3.91,2.9,73.4,-0.13,61.0,0.0,0.0,10.0,corn,261
1992-10-31,50.3,1.68,2.73,62.6,-0.25,17.0,0.0,0.0,9.0,corn,261
1992-11-30,35.2,3.9,4.28,41.1,-0.28,21.0,0.0,0.0,0.0,corn,261
1992-12-31,25.3,1.63,4.32,33.0,-0.13,55.0,0.0,0.0,20.0,corn,261
1993-01-31,20.9,2.0,4.61,29.3,0.09,14.0,0.0,0.0,13.0,corn,261
1993-02-28,20.8,1.29,4.36,29.0,0.3,36.0,0.0,0.0,36.0,corn,261
1993-03-31,33.0,2.28,4.2,41.5,0.5,824.0,0.0,0.0,0.0,corn,261
1993-04-30,45.9,3.82,4.48,56.3,0.67,37.0,0.0,0.0,28.0,corn,261
1993-05-31,59.4,4.06,4.25,70.7,0.7,68.0,0.0,0.0,24.0,corn,261
1993-06-30,66.7,6.58,5.45,77.2,0.57,64.0,0.0,3.0,4.0,corn,261
1993-07-31,72.5,7.14,7.12,81.8,0.32,478.0,0.0,1.0,391.0,corn,261
1993-08-31,71.8,5.0,7.67,82.0,0.25,1.0,0.0,1.0,0.0,corn,261
1993-09-30,58.3,4.15,8.16,68.9,0.15,158.0,0.0,2.0,0.0,corn,261
1993-10-31,49.1,1.85,7.69,60.9,0.1,7.0,0.0,6.0,0.0,corn,261
1993-11-30,34.9,2.46,8.08,44.0,0.04,0.0,0.0,0.0,0.0,corn,261
1993-12-31,27.0,1.09,7.4,34.6,0.06,25.0,0.0,0.0,0.0,corn,261
1994-01-31,14.1,1.53,7.08,22.9,0.06,3.0,0.0,0.0,0.0,corn,261
1994-02-28,19.6,1.19,6.51,29.5,0.07,122.0,0.0,0.0,0.0,corn,261
1994-03-31,37.9,0.77,4.93,48.8,0.17,224.0,0.0,0.0,0.0,corn,261
1994-04-30,49.3,3.76,4.87,61.9,0.31,89.0,0.0,1.0,17.0,corn,261
1994-05-31,59.9,1.96,3.4,72.7,0.42,26.0,0.0,0.0,1.0,corn,261
1994-06-30,71.1,4.53,3.13,82.7,0.41,26.0,0.0,4.0,0.0,corn,261
1994-07-31,71.1,4.03,3.2,82.1,0.44,124.0,0.0,8.0,14.0,corn,261
1994-08-31,68.9,3.54,3.17,80.3,0.43,21.0,0.0,7.0,0.0,corn,261
1994-09-30,64.0,2.56,2.61,75.8,0.55,7.0,0.0,0.0,0.0,corn,261
1994-10-31,53.2,1.92,2.13,64.4,0.74,52.0,0.0,0.0,38.0,corn,261
1994-11-30,40.9,2.8,2.16,50.5,1.01,2.0,0.0,0.0,0.0,corn,261
1994-12-31,29.8,1.35,1.89,37.8,1.09,0.0,0.0,0.0,0.0,corn,261
1995-01-31,22.1,1.62,2.07,30.0,0.96,42.0,0.0,0.0,0.0,corn,261
1995-02-28,26.4,0.58,1.59,36.5,0.72,0.0,0.0,0.0,0.0,corn,261
1995-03-31,37.9,2.44,1.58,48.1,0.53,78.0,0.0,0.0,0.0,corn,261
1995-04-30,45.1,4.03,2.31,55.8,0.3,7.0,0.0,0.0,0.0,corn,261
1995-05-31,56.5,6.08,3.63,66.7,0.14,120.0,0.0,0.0,53.0,corn,261
1995-06-30,69.9,3.19,2.71,80.9,-0.03,130.0,0.0,1.0,0.0,corn,261
1995-07-31,74.0,3.39,2.33,85.5,-0.24,28.0,0.0,1.0,0.0,corn,261
1995-08-31,76.0,3.74,1.98,86.6,-0.54,41.0,0.0,1.0,1.0,corn,261
1995-09-30,61.0,2.19,1.41,73.2,-0.81,35.0,0.0,1.0,0.0,corn,261
1995-10-31,51.3,2.94,1.62,62.7,-0.97,125.0,0.0,0.0,22.0,corn,261
1995-11-30,32.4,1.75,1.45,41.9,-1.0,0.0,0.0,0.0,0.0,corn,261
1995-12-31,24.4,0.86,0.91,32.8,-0.98,1.0,0.0,0.0,0.0,corn,261
1996-01-31,17.9,1.95,1.21,27.6,-0.9,764.0,0.0,0.0,188.0,corn,261
1996-02-29,25.5,0.62,0.85,35.6,-0.75,196.0,0.0,62.0,62.0,corn,261
1996-03-31,30.2,1.5,0.58,41.3,-0.59,62.0,0.0,42.0,0.0,corn,261
1996-04-30,45.7,2.85,0.67,58.2,-0.39,78.0,0.0,11.0,56.0,corn,261
1996-05-31,57.1,6.29,2.23,66.9,-0.31,61.0,0.0,5.0,17.0,corn,261
1996-06-30,69.6,4.39,2.16,80.2,-0.3,110.0,0.0,5.0,48.0,corn,261
1996-07-31,70.6,3.63,2.29,81.7,-0.27,78.0,0.0,1.0,10.0,corn,261
1996-08-31,70.9,2.84,1.92,81.9,-0.32,33.0,0.0,16.0,2.0,corn,261
1996-09-30,61.6,3.4,2.11,72.5,-0.35,242.0,0.0,1.0,11.0,corn,261
1996-10-31,51.7,2.36,2.1,63.8,-0.4,41.0,0.0,4.0,19.0,corn,261
1996-11-30,30.3,2.79,2.76,38.1,-0.45,14.0,0.0,0.0,1.0,corn,261
1996-12-31,23.3,1.62,2.94,31.2,-0.49,16.0,0.0,0.0,4.0,corn,261
1997-01-31,17.3,1.58,3.11,26.7,-0.5,315.0,0.0,0.0,0.0,corn,261
1997-02-28,27.5,2.04,3.55,35.8,-0.36,10.0,0.0,0.0,0.0,corn,261
1997-03-31,37.4,2.0,3.08,48.1,-0.1,212.0,0.0,0.0,16.0,corn,261
1997-04-30,44.3,2.05,2.53,55.9,0.28,225.0,0.0,0.0,219.0,corn,261
1997-05-31,54.6,3.68,2.64,66.6,0.75,0.0,0.0,0.0,0.0,corn,261
1997-06-30,69.6,4.03,2.32,80.9,1.22,16.0,0.0,0.0,4.0,corn,261
1997-07-31,73.0,3.35,2.14,84.0,1.6,63.0,0.0,1.0,27.0,corn,261
1997-08-31,69.4,3.67,2.27,79.9,1.9,22.0,0.0,2.0,13.0,corn,261
1997-09-30,64.1,2.59,1.82,75.9,2.14,2.0,0.0,0.0,0.0,corn,261
1997-10-31,52.0,2.39,1.75,63.9,2.33,0.0,0.0,0.0,0.0,corn,261
1997-11-30,34.2,1.48,1.46,42.1,2.4,52.0,0.0,0.0,0.0,corn,261
1997-12-31,29.3,1.15,1.11,35.8,2.39,5.0,0.0,0.0,0.0,corn,261
1998-01-31,26.4,1.7,1.32,33.7,2.24,155.0,0.0,0.0,0.0,corn,261
1998-02-28,35.6,1.57,1.49,42.8,1.93,46.0,0.0,1.0,0.0,corn,261
1998-03-31,34.9,3.28,2.18,42.8,1.44,208.0,0.0,2.0,0.0,corn,261
1998-04-30,49.8,3.84,2.41,60.8,0.99,81.0,0.0,0.0,0.0,corn,261
1998-05-31,64.6,3.81,1.85,76.3,0.45,11.0,0.0,2.0,0.0,corn,261
1998-06-30,67.7,6.3,3.06,78.1,-0.13,199.0,0.0,85.0,33.0,corn,261
1998-07-31,73.6,3.66,2.97,84.1,-0.78,187.0,0.0,14.0,83.0,corn,261
1998-08-31,72.9,3.83,3.03,83.4,-1.12,301.0,0.0,7.0,0.0,corn,261
1998-09-30,68.2,1.52,1.7,81.3,-1.31,242.0,0.0,12.0,0.0,corn,261
1998-10-31,53.2,3.92,2.41,64.0,-1.35,97.0,0.0,0.0,43.0,corn,261
1998-11-30,41.2,1.86,2.19,50.2,-1.48,22.0,0.0,0.0,0.0,corn,261
1998-12-31,30.9,0.85,1.74,41.0,-1.57,0.0,0.0,0.0,0.0,corn,261
1999-01-31,20.8,2.27,2.36,29.7,-1.55,295.0,0.0,0.0,0.0,corn,261
1999-02-28,33.6,1.4,2.38,42.9,-1.3,10.0,0.0,0.0,0.0,corn,261
1999-03-31,36.3,1.24,1.61,47.1,-1.07,7.0,0.0,1.0,0.0,corn,261
1999-04-30,50.0,4.91,2.53,60.4,-0.98,112.0,0.0,99.0,0.0,corn,261
1999-05-31,60.9,3.89,2.29,72.3,-1.02,78.0,0.0,4.0,0.0,corn,261
1999-06-30,69.2,4.74,2.45,79.7,-1.04,51.0,0.0,3.0,46.0,corn,261
1999-07-31,76.6,3.67,2.26,87.6,-1.1,33.0,0.0,2.0,0.0,corn,261
1999-08-31,70.4,3.14,0.02,81.7,-1.11,45.0,0.0,11.0,10.0,corn,261
1999-09-30,62.1,2.06,-0.41,75.7,-1.16,634.0,0.0,246.0,5.0,corn,261
1999-10-31,51.1,1.07,-0.98,64.6,-1.26,54.0,0.0,1.0,0.0,corn,261
1999-11-30,44.8,0.81,-2.07,57.6,-1.46,103.0,0.0,4.0,0.0,corn,261
1999-12-31,29.5,1.38,-2.42,39.2,-1.65,1.0,0.0,1.0,0.0,corn,261
2000-01-31,23.2,1.13,-2.75,33.1,-1.66,137.0,0.0,4.0,0.0,corn,261
2000-02-29,33.1,1.74,-2.59,43.0,-1.41,183.0,0.0,1.0,26.0,corn,261
2000-03-31,43.0,1.6,-3.21,54.5,-1.07,11.0,0.0,2.0,0.0,corn,261
2000-04-30,48.7,2.44,-3.18,61.2,-0.81,28.0,0.0,3.0,0.0,corn,261
2000-05-31,62.3,4.13,0.05,74.1,-0.71,93.0,0.0,75.0,10.0,corn,261
2000-06-30,68.1,5.29,0.84,79.3,-0.64,124.0,0.0,18.0,0.0,corn,261
2000-07-31,72.2,3.99,1.24,82.7,-0.55,40.0,0.0,6.0,0.0,corn,261
2000-08-31,72.6,2.92,1.0,83.7,-0.51,82.0,0.0,78.0,0.0,corn,261
2000-09-30,63.7,2.71,0.8,76.7,-0.55,45.0,0.0,43.0,0.0,corn,261
2000-10-31,54.5,2.01,0.53,66.2,-0.63,90.0,0.0,6.0,0.0,corn,261
2000-11-30,33.6,2.46,0.89,41.8,-0.75,57.0,0.0,23.0,0.0,corn,261
2000-12-31,14.1,1.67,1.05,22.8,-0.74,192.0,0.0,0.0,0.0,corn,261
2001-01-31,23.4,1.29,1.23,31.9,-0.68,232.0,0.0,2.0,0.0,corn,261
2001-02-28,22.4,2.02,1.84,31.3,-0.52,107.0,0.0,8.0,0.0,corn,261
2001-03-31,32.6,1.02,1.15,41.6,-0.44,82.0,0.0,3.0,0.0,corn,261
2001-04-30,52.1,3.79,1.29,64.1,-0.34,33.0,0.0,10.0,0.0,corn,261
2001-05-31,61.4,5.0,1.75,72.4,-0.25,270.0,0.0,6.0,176.0,corn,261
2001-06-30,68.5,3.69,1.42,79.5,-0.12,150.0,0.0,3.0,0.0,corn,261
2001-07-31,74.7,3.54,1.32,85.8,-0.08,16.0,0.0,3.0,0.0,corn,261
2001-08-31,73.1,3.07,0.91,84.5,-0.13,46.0,0.0,13.0,0.0,corn,261
2001-09-30,62.1,3.57,1.2,73.7,-0.19,97.0,0.0,85.0,0.0,corn,261
2001-10-31,51.0,3.49,1.89,62.5,-0.29,4.0,0.0,0.0,0.0,corn,261
2001-11-30,46.7,2.22,1.73,58.2,-0.35,62.0,0.0,49.0,0.0,corn,261
2001-12-31,31.6,1.35,1.66,40.3,-0.31,49.0,0.0,0.0,0.0,corn,261
2002-01-31,29.4,1.02,1.61,39.0,-0.15,20.0,0.0,0.0,0.0,corn,261
2002-02-28,31.5,1.17,1.59,41.9,0.03,125.0,0.0,2.0,0.0,corn,261
2002-03-31,31.8,2.01,1.57,42.1,0.09,7.0,0.0,1.0,0.0,corn,261
2002-04-30,49.6,3.52,1.69,61.2,0.2,86.0,0.0,2.0,0.0,corn,261
2002-05-31,56.3,4.33,2.12,68.3,0.43,234.0,0.0,9.0,6.0,corn,261
2002-06-30,72.3,3.45,-0.58,83.8,0.65,174.0,0.0,93.0,31.0,corn,261
2002-07-31,76.7,2.95,-1.04,88.4,0.79,88.0,0.0,25.0,41.0,corn,261
2002-08-31,72.3,4.37,-0.52,83.3,0.86,5.0,0.0,4.0,0.0,corn,261
2002-09-30,66.0,2.2,-1.13,78.6,1.01,91.0,0.0,7.0,0.0,corn,261
2002-10-31,47.0,3.04,0.62,56.6,1.21,57.0,0.0,0.0,0.0,corn,261
2002-11-30,36.4,0.89,-0.58,45.9,1.31,101.0,0.0,0.0,0.0,corn,261
2002-12-31,29.3,1.06,-0.95,38.8,1.14,52.0,0.0,0.0,0.0,corn,261
2003-01-31,20.4,0.63,-1.44,29.7,0.92,26.0,0.0,1.0,0.0,corn,261
2003-02-28,22.0,1.24,-1.49,31.8,0.63,129.0,0.0,0.0,0.0,corn,261
2003-03-31,36.9,1.49,-1.78,48.4,0.38,342.0,0.0,0.0,0.0,corn,261
2003-04-30,50.3,2.92,-1.72,62.3,-0.04,64.0,0.0,0.0,0.0,corn,261
2003-05-31,58.1,4.74,0.7,69.2,-0.26,283.0,0.0,2.0,0.0,corn,261
2003-06-30,66.6,4.08,0.84,77.8,-0.16,96.0,0.0,7.0,0.0,corn,261
2003-07-31,73.3,4.16,1.26,84.8,0.08,145.0,0.0,16.0,0.0,corn,261
2003-08-31,73.9,2.13,-0.72,85.8,0.21,125.0,0.0,12.0,0.0,corn,261
2003-09-30,61.8,3.76,0.52,74.4,0.26,253.0,0.0,5.0,0.0,corn,261
